"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL191";"LOSARTAN";"4.0";"422.92";"0";"4.27";"Losartan";"CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1";"IC50";"'='";"3.236";"nM";"8.49";"";"";"UO_0000065";"20.07";"0.39";"4.22";"9.18";"0";"CHEMBL3830508";"Displacement of [125I-Sar1-Ile8]Ang2 from human AT1 receptor expressed in HEK293 cell membrane incubated for 1 hr by gamma counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3826874";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"CHEMBL3307715";"";"";"";"8.49"
"CHEMBL1332729";"";"None";"397.86";"0";"4.02";"4; zinc02657844; ChEMBL1332729";"CN(Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1)C(=O)CCC(=O)O";"IC50";"'='";"199.0";"nM";"6.70";"";"";"UO_0000065";"16.84";"0.33";"2.68";"8.88";"0";"CHEMBL3830508";"Displacement of [125I-Sar1-Ile8]Ang2 from human AT1 receptor expressed in HEK293 cell membrane incubated for 1 hr by gamma counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3826874";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"CHEMBL3307715";"";"";"";"199.0"
"CHEMBL194608";"";"None";"637.73";"2";"5.55";"19";"Cc1nc2ccc(NC(=O)NC(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC(C)C)cc1F";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"12.27";"0.24";"2.27";"5.27";"0";"CHEMBL875934";"In vivo inhibitory concentration against Angiotensin II receptor, type 1 of human adrenal membrane";"B";"BAO_0000218";"organism-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150477";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"15.0"
"CHEMBL938";"SARALASIN";"4.0";"912.06";"3";"-2.30";"Saralasin";"CNCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O)C(C)C)C(C)C";"IC50";"'='";"0.4";"nM";"9.40";"";"";"UO_0000065";"10.30";"0.20";"11.70";"2.65";"1";"CHEMBL3876343";"Displacement of [125I][Sar1,Ile8]-AT2 from human recombinant AT1 receptor expressed in HEK293 cells measured after 120 mins by scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3875185";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3307715";"";"";"";"4.0"
"CHEMBL2435833";"";"None";"495.62";"1";"6.34";"6d";"CCCc1nc2c(C)cc(C(=O)N3CCCCC3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"15.53";"0.28";"1.36";"10.21";"0";"CHEMBL2439561";"Displacement of [125I]-Sar1Ile8-angiotensin 2 from angiotensin 2 AT1 receptor (unknown origin) after 180 mins by gamma counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434924";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"20.0"
"CHEMBL191";"LOSARTAN";"4.0";"422.92";"0";"4.27";"Losartan";"CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1";"IC50";"'='";"16.2";"nM";"7.79";"";"";"UO_0000065";"18.42";"0.35";"3.52";"8.42";"1";"CHEMBL2439561";"Displacement of [125I]-Sar1Ile8-angiotensin 2 from angiotensin 2 AT1 receptor (unknown origin) after 180 mins by gamma counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434924";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"16.2"
"CHEMBL2435818";"";"None";"531.66";"2";"6.68";"6f";"CCCc1nc2c(C)cc(C(=O)NCCc3ccccc3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"16.03";"0.29";"1.84";"10.12";"0";"CHEMBL2439561";"Displacement of [125I]-Sar1Ile8-angiotensin 2 from angiotensin 2 AT1 receptor (unknown origin) after 180 mins by gamma counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434924";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"3.0"
"CHEMBL70770";"";"None";"517.59";"1";"4.45";"10b";"CCCc1nc(CNC(=O)OC(C)(C)C)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"15.88";"0.30";"3.77";"5.56";"0";"CHEMBL647574";"In vitro binding affinity of compound against Angiotensin II receptor, type 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127975";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"6.0"
"CHEMBL3736037";"";"None";"670.84";"2";"5.48";"1";"CCCc1nc2c(C)cc(C(=O)NCCN3CCOCC3)cc2n1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2onc(C)c2C)cc1";"IC50";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"11.19";"0.21";"2.03";"5.71";"0";"CHEMBL3739215";"Displacement of 125I-labeled Sar1-Ile8-angiotensin II from human AT1 receptor incubated for 2 hrs by gamma counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734700";"1";"Scientific Literature";"Medchemcomm";"2015";"None";"";"";"";"31.0"
"CHEMBL3736225";"";"None";"613.78";"2";"6.95";"8";"CCCc1nc2c(C)cc(C(=O)NC(C)(C)C)cc2n1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2onc(C)c2C)cc1";"IC50";"'='";"385.0";"nM";"6.42";"";"";"UO_0000065";"10.45";"0.20";"-0.54";"5.38";"0";"CHEMBL3739215";"Displacement of 125I-labeled Sar1-Ile8-angiotensin II from human AT1 receptor incubated for 2 hrs by gamma counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734700";"1";"Scientific Literature";"Medchemcomm";"2015";"None";"";"";"";"385.0"
"CHEMBL3736262";"";"None";"677.83";"2";"7.36";"13";"CCCc1nc2c(C)cc(C(=O)NCc3cccc(OC)c3)cc2n1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2onc(C)c2C)cc1";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"10.77";"0.20";"-0.06";"5.69";"0";"CHEMBL3739215";"Displacement of 125I-labeled Sar1-Ile8-angiotensin II from human AT1 receptor incubated for 2 hrs by gamma counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734700";"1";"Scientific Literature";"Medchemcomm";"2015";"None";"";"";"";"50.0"
"CHEMBL304620";"";"None";"624.80";"2";"5.78";"17b";"CCCCN(Cc1nc(CCC)n(Cc2ccc(-c3ccccc3S(=O)(=O)NC(=O)CCC)cc2)c1C(=O)O)C(=O)CCC";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"13.92";"0.27";"2.92";"6.27";"0";"CHEMBL647574";"In vitro binding affinity of compound against Angiotensin II receptor, type 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127975";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"2.0"
"CHEMBL306361";"";"None";"635.72";"2";"5.17";"7";"CCNC(=O)Nc1ccc2nc(CC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)OCCC4CC4)cc3F)c(=O)c2c1";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"12.46";"0.24";"2.75";"5.33";"0";"CHEMBL875934";"In vivo inhibitory concentration against Angiotensin II receptor, type 1 of human adrenal membrane";"B";"BAO_0000218";"organism-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150477";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"12.0"
"CHEMBL273542";"";"None";"750.65";"2";"6.68";"42";"CCc1nn(-c2cc(NC(=O)c3ccccc3)ccc2Br)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1F";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"10.15";"0.21";"0.94";"5.39";"0";"CHEMBL650312";"In vitro inhibitory activity against angiotensin II receptor type 1, in human adrenal membrane preparations.";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128554";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"24.0"
"CHEMBL74069";"";"None";"731.91";"2";"8.80";"28";"CCCc1nc(CC)c(C(=O)OCc2ccccc2-c2cccs2)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC(C)C)cc1F";"IC50";"'='";"0.8";"nM";"9.10";"";"";"UO_0000065";"12.43";"0.24";"0.30";"7.80";"0";"CHEMBL648492";"Binding affinity for Angiotensin II receptor, type 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"0.8"
"CHEMBL308323";"";"None";"741.90";"2";"6.73";"50";"CCCc1nc(CC)c(C(=O)OCCCS(=O)(=O)c2ccccc2)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC(C)C)cc1F";"IC50";"'='";"0.2";"nM";"9.70";"";"";"UO_0000065";"13.07";"0.26";"2.97";"6.43";"0";"CHEMBL648492";"Binding affinity for Angiotensin II receptor, type 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"0.2"
"CHEMBL309455";"";"None";"643.79";"2";"6.28";"5";"CCCCN(Cc1ccccc1)C(=O)C#CCOC(=O)c1c(CC)nc(CCC)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"12.43";"0.23";"1.72";"6.73";"0";"CHEMBL648492";"Binding affinity for Angiotensin II receptor, type 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"10.0"
"CHEMBL2337677";"";"None";"703.65";"2";"5.40";"14";"CCCCc1c[n+](Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1.[Br-]";"IC50";"'='";"4.266";"nM";"8.37";"";"";"UO_0000065";"13.42";"0.24";"2.97";"6.07";"0";"CHEMBL2345156";"Displacement of [125I-Sar1-Ile8]-ANG2 from human Angiotensin 2 type-1 receptor expressed in HEK293 cells after 1 hr by gamma counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331233";"1";"Scientific Literature";"Eur J Med Chem";"2013";"CHEMBL3307715";"";"";"";"8.37"
"CHEMBL315021";"FORASARTAN";"2.0";"416.53";"0";"4.25";"49, SC-52458";"CCCCc1nc(CCCC)n(Cc2ccc(-c3ccccc3-c3nnn[nH]3)nc2)n1";"IC50";"'='";"6.9";"nM";"8.16";"";"";"UO_0000065";"19.59";"0.36";"3.91";"8.32";"0";"CHEMBL1670336";"Binding affinity to angiotensin AT1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667742";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"6.9"
"CHEMBL333411";"";"None";"492.96";"0";"4.72";"80";"CCCCc1ncc(/C=C2/C(=O)NC(=O)N2Cc2ccc(Cl)cc2)n1Cc1ccc(C(=O)O)cc1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"17.29";"0.33";"3.80";"8.15";"0";"CHEMBL3056799";"Antagonist activity at angiotensin 2 type-1 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3045634";"1";"Scientific Literature";"Med Chem Res";"2010";"None";"";"";"";"3.0"
"CHEMBL126037";"";"None";"464.55";"0";"4.13";"78";"CCCCc1ncc(/C=C2/C(=O)NC(=O)N2Cc2cccs2)n1Cc1ccc(C(=O)O)cc1";"IC50";"'='";"2.3";"nM";"8.64";"";"";"UO_0000065";"18.59";"0.36";"4.51";"8.26";"0";"CHEMBL3056799";"Antagonist activity at angiotensin 2 type-1 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3045634";"1";"Scientific Literature";"Med Chem Res";"2010";"None";"";"";"";"2.3"
"CHEMBL341070";"";"None";"438.53";"0";"3.91";"74";"CCCCc1ncc(/C=C2/C(=O)NC(=O)N2CCC(C)C)n1Cc1ccc(C(=O)O)cc1";"IC50";"'='";"6.6";"nM";"8.18";"";"";"UO_0000065";"18.65";"0.35";"4.27";"7.83";"0";"CHEMBL3056799";"Antagonist activity at angiotensin 2 type-1 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3045634";"1";"Scientific Literature";"Med Chem Res";"2010";"None";"";"";"";"6.6"
"CHEMBL125835";"";"None";"537.64";"1";"4.23";"61";"CCCCc1ncc(/C=C2/C(=O)N(COC)C(=O)N2Cc2csc(C)n2)n1Cc1ccc(C(=O)OC)cc1";"IC50";"'='";"47.8";"nM";"7.32";"";"";"UO_0000065";"13.62";"0.26";"3.09";"6.85";"0";"CHEMBL3056799";"Antagonist activity at angiotensin 2 type-1 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3045634";"1";"Scientific Literature";"Med Chem Res";"2010";"None";"";"";"";"47.8"
"CHEMBL409136";"";"None";"521.64";"1";"4.65";"56";"CCCCc1ncc(/C=C2/C(=O)N(CC)C(=O)N2Cc2csc(C)n2)n1Cc1ccc(C(=O)OC)cc1";"IC50";"'='";"11.1";"nM";"7.96";"";"";"UO_0000065";"15.25";"0.29";"3.30";"8.15";"0";"CHEMBL3056799";"Antagonist activity at angiotensin 2 type-1 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3045634";"1";"Scientific Literature";"Med Chem Res";"2010";"None";"";"";"";"11.1"
"CHEMBL123091";"";"None";"507.62";"1";"4.26";"55";"CCCCc1ncc(/C=C2/C(=O)N(C)C(=O)N2Cc2csc(C)n2)n1Cc1ccc(C(=O)OC)cc1";"IC50";"'='";"16.6";"nM";"7.78";"";"";"UO_0000065";"15.33";"0.30";"3.52";"7.97";"0";"CHEMBL3056799";"Antagonist activity at angiotensin 2 type-1 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3045634";"1";"Scientific Literature";"Med Chem Res";"2010";"None";"";"";"";"16.6"
"CHEMBL2259780";"";"None";"543.67";"2";"5.25";"13";"CCCCc1ncc(/C=C2/C(=O)N(CCCC)C(=O)N2Cc2ccc(N)cc2)n1Cc1ccc(C(=O)OC)cc1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"15.68";"0.29";"3.27";"7.69";"0";"CHEMBL3056799";"Antagonist activity at angiotensin 2 type-1 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3045634";"1";"Scientific Literature";"Med Chem Res";"2010";"None";"";"";"";"3.0"
"CHEMBL303426";"";"None";"577.65";"1";"3.79";"16";"CCCc1nc(C(=O)N2CCN(c3ccccn3)CC2)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"15.06";"0.28";"4.91";"5.96";"0";"CHEMBL647574";"In vitro binding affinity of compound against Angiotensin II receptor, type 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127975";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"2.0"
"CHEMBL3735797";"";"None";"599.76";"2";"6.56";"5";"CCCNC(=O)c1cc(C)c2nc(CCC)n(Cc3ccc(-c4ccccc4S(=O)(=O)Nc4onc(C)c4C)cc3)c2c1";"IC50";"'='";"373.0";"nM";"6.43";"";"";"UO_0000065";"10.72";"0.20";"-0.13";"5.40";"0";"CHEMBL3739215";"Displacement of 125I-labeled Sar1-Ile8-angiotensin II from human AT1 receptor incubated for 2 hrs by gamma counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734700";"1";"Scientific Literature";"Medchemcomm";"2015";"None";"";"";"";"373.0"
"CHEMBL1801744";"";"None";"453.59";"1";"6.40";"14";"CCc1nc2c(C)cc(CC(C)C)nc2n1[C@H]1CCc2cc(-c3ccccc3C(=O)O)ccc21";"IC50";"'='";"10.5";"nM";"7.98";"";"";"UO_0000065";"17.59";"0.32";"1.58";"11.73";"0";"CHEMBL1803889";"Displacement of [125I]Tyr4-Sar1,Ile8-Angiotensin II from human Angiotensin 1 receptor after 60 mins by scintillation counting";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1800018";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"10.5"
"CHEMBL3735492";"";"None";"547.66";"2";"6.17";"3S";"CCCc1nc2c(C)cc(C(=O)N[C@H](CO)c3ccccc3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1";"IC50";"'='";"214.4";"nM";"6.67";"";"";"UO_0000065";"12.18";"0.22";"0.50";"6.38";"0";"CHEMBL3736606";"Displacement of [125I]Sar1Ile8-Ang2 from human AT1 receptor expressed in CHO-K1 cell membranes after 180 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734751";"1";"Scientific Literature";"Eur J Med Chem";"2015";"CHEMBL3307512";"";"";"";"214.4"
"CHEMBL339544";"";"None";"603.79";"2";"6.54";"11";"CCCCc1ncc(/C=C2/C(=O)N(CCCC)C(=O)N2Cc2csc(C)n2)n1Cc1ccc(C2(C(=O)O)CCCC2)cc1";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"13.41";"0.26";"1.56";"7.45";"0";"CHEMBL3056799";"Antagonist activity at angiotensin 2 type-1 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3045634";"1";"Scientific Literature";"Med Chem Res";"2010";"None";"";"";"";"8.0"
"CHEMBL338433";"";"None";"749.78";"2";"6.44";"16";"CCCCc1nn(-c2cc(NC(=O)COCC)ccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1F";"IC50";"'='";"0.94";"nM";"9.03";"";"";"UO_0000065";"12.04";"0.24";"2.59";"5.99";"0";"CHEMBL650312";"In vitro inhibitory activity against angiotensin II receptor type 1, in human adrenal membrane preparations.";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128554";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"0.94"
"CHEMBL5271135";"";"None";"391.45";"0";"4.55";"4d";"Cc1ccc(S(=O)(=O)n2c(-c3ccccc3)c(C(=O)O)c3ccccc32)cc1";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"19.78";"0.38";"3.19";"10.14";"0";"CHEMBL5252200";"Displacement of [125I]-Angiotensin II from Angiotensin II type-1 receptor in VSMC cells (unknown origin) by competition radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"VSMC";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5247668";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2023";"None";"";"ANTAGONIST";"";"18.0"
"CHEMBL96554";"";"None";"672.77";"2";"7.28";"4d";"CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2cc(CCC)ccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"10.14";"0.20";"-0.46";"6.08";"0";"CHEMBL652865";"In vitro inhibitory concentration against AT1 receptor from human adrenal tissues.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128028";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"150.0"
"CHEMBL3735804";"";"None";"577.75";"2";"7.79";"19R";"CCCSc1nc2c(C)cc(C(=O)NC[C@H](C)c3ccccc3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1";"IC50";"'='";"61.2";"nM";"7.21";"";"";"UO_0000065";"12.49";"0.23";"-0.58";"8.56";"0";"CHEMBL3736606";"Displacement of [125I]Sar1Ile8-Ang2 from human AT1 receptor expressed in CHO-K1 cell membranes after 180 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734751";"1";"Scientific Literature";"Eur J Med Chem";"2015";"CHEMBL3307512";"";"";"";"61.2"
"CHEMBL3736346";"";"None";"573.73";"2";"6.50";"16S";"CSc1nc2c(C)cc(C(=O)NC[C@@H](C)c3ccccc3)cc2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1";"IC50";"'='";"699.3";"nM";"6.16";"";"";"UO_0000065";"10.73";"0.20";"-0.34";"6.07";"0";"CHEMBL3736606";"Displacement of [125I]Sar1Ile8-Ang2 from human AT1 receptor expressed in CHO-K1 cell membranes after 180 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734751";"1";"Scientific Literature";"Eur J Med Chem";"2015";"CHEMBL3307512";"";"";"";"699.3"
